task,language,origin_query,category_path,label
QC,de,CarPlay Motorrad,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,motorcycle dvr",1
QC,es,the eras tour taylor camiseta,"women's clothing,plus size clothes,plus size t-shirts",1
QC,fr,jans homme,"men's clothing,jeans（new）,jeans",1
QC,en,hire brush,"beauty & health,hair care & styling,styling tools & accessories,hair brushes",1
QC,es,camiseta malaga,"sports shoes,clothing&accessories,sportswear & accessories,soccer,soccer jerseys",1
QC,it,bicchiere termico batman,"toys & hobbies,action & toy figures,action figures",1
QC,ar,تويوتا أفينسيس T27,"automobiles, parts & accessories,car lights,car headlight assembly",1
QC,fr,sac chloe luxe,"luggage & bags,travel bags,travel tote",1
QC,ja,日本　ピアス,"jewelry & accessories,fashion jewelry,earrings,dangle earrings",1
QC,ar,مجسم أسوكا,"toys & hobbies,action & toy figures,fantasy figurines",1
QC,pl,Toster,"home appliances,kitchen appliances,cooking appliances,toasters",1
QC,es,alfombrillas para coche citroen c4,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",1
QC,ja,ディースクエアード,"sports & entertainment,cycling,cycling equipment,cycling vests",1
QC,ar,Inappropriate content,"novelty & special use,exotic apparel,exotic sets",1
QC,es,chupetero mam,"mother & kids,feeding,nipple & accessories,pacifiers leashes & cases",0
QC,ko,트리 pe100,"home & garden,festive & party supplies,artificial decorations,artificial flowers",0
QC,en,yugi oh cards,"toys & hobbies,hobby & collectibles,game collection cards",1
QC,es,snoopy botella agua,"home & garden,kitchen,dining & bar,barware,bar tools",1
QC,ar,مجسم شخصية أكشن,"virtual products,giftcard,virtual card to us",0
QC,es,despedida de soltera accesorios,"home & garden,festive & party supplies,artificial decorations,artificial foods & vegetables",1
QC,es,disco duros externos,"computer & office,storage device,hard disk drive",1
QC,ja,マルチケーブル xlr,"consumer electronics,accessories & parts,digital cables,power cables",1
QC,ja,オメガ シーマスター スウォッチ,"watches,men's watches,mechanical wristwatches",1
QC,pt,panela 12v,"home appliances,kitchen appliances,rice cookers",1
QC,pt,relogio cronografo,"watches,men's watches,digital wristwatches",1
QC,es,letiat4,"beauty & health,bath & shower,bath supplies,bubble bath",0
QC,en,wonder woman costume,"novelty & special use,cosplay accessories,costume props",0
QC,pt,roupa zara feminina,"sports & entertainment,cycling,cycling equipment,cycling bib shorts",0
QC,pl,buty podwyższające dla mężczyzn,"shoes,men's shoes,casual sneakers",1
QC,de,Jeans-Umhängetasche,"luggage & bags,women's handbags,evening bags",1
QC,ko,샤오신패드 2024,"computer & office,computer peripherals,graphics tablet & digital tablets,digital tablets",0
QC,pt,carregador telemovel sem fio,"phones & telecommunications accessories,mobile phone accessories,wireless chargers",1
QC,pl,zestaw do liftingu rzęs,"beauty & health,makeup,makeup tools & accessories,eyelash curler",1
QC,it,scooter 50cc Cina,"motorcycle equipments & parts,motorcycle parts,instruments & gauges,motorcycle fuel gauges",1
QC,de,Extragroße Haarklammer,"apparel accessories,new headwear,hair clip",0
QC,ko,nmax125 카본,"motorcycle equipments & parts,motorcycle parts,footrests, pedals & pegs,foot rests",1
QC,fr,vtt equipement,"sports & entertainment,cycling,bicycle parts,bicycle tires",1
QC,it,accessori per piscina,"home & garden,garden supplies,shade,shade sails & nets",0
QC,it,cinturino per orologio,"watches,men's watches,quartz wristwatches",0
QC,es,decoracion autos hombre,"automobiles, parts & accessories,interior accessories,car interior decor accessories,automotive interior stickers",1
QC,en,aorpod pro 2 case,"consumer electronics,portable audio & video,earphone accessories,earphone bags",0
QC,fr,nintendo wii racchette,"sports & entertainment,racquet sports,table tennis,table tennis rackets",0
QC,fr,affleureuse defonceuse à bois,"tools,drill bits, saw blades & cutting tools,cutting tools,milling cutter",0
QC,fr,matelas poussette,"mother & kids,baby strollers&accessories,baby stroller accessories & parts,stroller accessories",1
QC,pt,aplique de luz,"lights & lighting,novelty lighting",1
QC,ja,ムルティプラ,"automobiles, parts & accessories,automotive sensors,automobiles sensors,abs sensor",1
QC,it,t-shirt Stussy,"women's clothing,tops & tees,t-shirts",1
QC,ko,랭글러 수납,"automobiles, parts & accessories,interior accessories,mounts & holder,car cup holder",1
QC,it,lampada led h4 12v per auto,"automobiles, parts & accessories,car lights,car headlight bulbs(led)",0
QC,en,the northface pants,"men's clothing,pants,down pants",1
QC,ko,싼타페 킥매트,"automobiles, parts & accessories,interior accessories,car mat accessories,seat back kick protector",1
QC,pl,ubrania Mercedes Benz dla mężczyzn,"men's clothing,coats & jackets,trench",1
QC,en,sea scoter,"consumer electronics,games & accessories,game deals",0
QC,en,grtx shoes,"sports shoes,clothing&accessories,sneakers,walking shoes",1
QC,es,miu miu ropa mujer,"women's clothing,plus size clothes,plus size dresses",1
QC,it,parrucca Totally Spies,"hair extensions & wigs,human wigs( for black),full machine wigs",1
QC,fr,chaussures plateforme,"shoes,women's shoes,pumps（do not post in this category）",1
QC,ja,ハーレーダビッドソンエンブレム,"motorcycle equipments & parts,ornamental & cleaning,motorcycle ornamental,motorcycle emblems",1
QC,pl,Wiązka Cummins ISM,"automobiles, parts & accessories,engines & engine parts,fuel supply system,fuel pumps",0
QC,pt,roda pie,"home improvement,hardware,furniture hardware,furniture casters",0
QC,pl,zdobienie paznokci,"beauty & health,nail art & tools,nail tools,cuticle pushers",1
QC,pl,gotycka lolita,"novelty & special use,cosplay accessories,shoes",1
QC,pt,suporte celular,"furniture,office furniture,magazine racks",0
QC,pl,Spotive,"jewelry & accessories,fine jewelry,earrings,hoop earrings",0
QC,en,aixam,"automobiles, parts & accessories,car wash & maintenance,headlight assembly repair & refurbished",1
QC,fr,anneau penis homme,"beauty & health,sex products,sex toys,penis rings",1
QC,ja,sym ドライブフェイスボイルズ,"motorcycle equipments & parts,motorcycle equipments,motocross & off-road gear,off-road gear",0
QC,en,CTU 24,"motorcycle equipments & parts,ornamental & cleaning,safety & security,brake rotor locks",0
QC,pt,câmera lampada 360,"security & protection,video surveillance,surveillance camera,ip camera",1
QC,ar,شماعة ملابس,"home & garden,home storage & organization,hooks,multi-purpose hooks",1
QC,de,Spiderman schwarzer Anzug,"novelty & special use,cosplay accessories,cosplay costumes（deactivate）",0
QC,pl,spód samochodu,"automobiles, parts & accessories,interior parts,switches & controls,switches & relays",0
QC,en,app vibrator,"industrial & business,construction machinery & accessories,concrete construction equipment,concrete vibrators",0
QC,fr,collier en nylon pour pendentif pierre,"jewelry & accessories,fashion jewelry,necklace",1
QC,ko,아기 겨울 우주복,"mother & kids,baby clothing,outerwear & coats,snow wear",0
QC,it,anello Chrome Hearts,"jewelry & accessories,fashion jewelry,rings",1
QC,pt,chaveiro moto,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key rings",1
QC,fr,spatule silicone cuisine,"home & garden,kitchen,dining & bar,bakeware,dessert tools",1
QC,pl,długa peruka,"hair extensions & wigs,hair for asian,synthetic hair for asian,synthetic braids(for asian)",1
QC,de,Ventilplättchen,"home improvement,plumbing,valves & valve parts,valves",0
QC,ar,حماية سيارة الدفع الرباعي,"automobiles, parts & accessories,interior accessories,car mat accessories,protective pad",1
QC,pt,farol neblina,"automobiles, parts & accessories,car lights,car headlight assembly",0
QC,de,Knotendildo,"beauty & health,sex products,sex toys,dildos",1
QC,fr,baskets femme blanche,"sports & entertainment,basketball（new）,basketball",0
QC,ko,빅시이즈,"toys & hobbies,classic toys,sticker",0
QC,it,tessuto con la stampa di Disgusto,"home & garden,arts,crafts & sewing,fabrics,home textile jacquard fabric",1
QC,pt,portugal seleção futebol 2024,"men's clothing,tops & tees,polo shirts",1
QC,fr,combinaison ski,"sports & entertainment,skiing & snowboarding,snowboarding,snowboarding sets",1
QC,es,vasos para niños,"sports & entertainment,fishing,fishing apparel,fishing sunglasses",0
QC,ar,لانجري فاخر مثير,"underwear,women's intimates,active bra",1
QC,en,pomponpurin keychain,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key rings",1
QC,it,elysee cromo,"automobiles, parts & accessories,interior accessories,car interior decor accessories,automotive interior stickers",0
QC,it,Il Signore degli Anelli,"home & garden,home decor,home accessories,music boxes",1
QC,pl,sukienki dla kobiet 2024,"women's clothing,ready-to-wear dresses",1
QC,pt,lontra hora do sono urso de pelúcia,"women's clothing,tops & tees,t-shirts",0
QC,ko,안경태,"motorcycle equipments & parts,motorcycle equipments,helmets & headwear,glasses",0
QC,pt,ford focus 2011,"automobiles, parts & accessories,interior accessories,car interior decor accessories,key case for car",1
QC,ar,أقراط 2024,"jewelry & accessories,fine jewelry,earrings,stud earrings",1
QC,ar,مجوهرات السوفتبول,"jewelry & accessories,fine jewelry,charms",0
QC,ko,비어치킨,"men's clothing,tops & tees,polo shirts",0
QC,ar,باروكة شعر طبيعي دانتيل أمامي,"hair extensions & wigs,beauty supply,pre-colored lace wigs",1
QC,pl,c8,"automobiles, parts & accessories,car lights,car light accessories",1
QC,fr,accessoires coiffure enfants,"apparel accessories,new headwear,scrunchie",1
QC,ar,حبل هيلو كيتي,"jewelry & accessories,fashion jewelry,necklace",1
QC,es,pegatinas coche hello kitty,"automobiles, parts & accessories,exterior accessories,car stickers",1
QC,pl,Control Freak PS4,"consumer electronics,games & accessories,joysticks",0
QC,ar,ملابس هيلو كيتي,"underwear,women's sleep & lounge,sleep bottoms",0
QC,fr,objet sexuelles pour couple,"beauty & health,sex products,sex toys,breast sex toy",1
QC,en,western star,"men's clothing,hoodies & sweatshirts",0
QC,pl,kolorowe soczewki kontaktowe,"beauty & health,health care,contact lenses,color contact lenses",1
QC,en,exhaust car,"automobiles, parts & accessories,engines & engine parts,exhaust systems,exhaust gas cleaning & recirculation",1
QC,ar,اكسسوارات بورش كايين 2015,"automobiles, parts & accessories,car lights,decorative lamps & strips",1
QC,pl,renault scenic,"automobiles, parts & accessories,car electronics,alarm systems & security,tire pressure alarm",1
QC,pt,cabo fonte pedal,"sports & entertainment,musical instruments,stringed instruments,guitar parts & accessories",1
QC,it,borse e borse,"luggage & bags,women's handbags,fashion backpacks",0
QC,en,decorative pillows,"automobiles, parts & accessories,interior accessories,seat accessories,neck pillow",1
QC,en,nmve m2,"computer & office,storage device,solid state drives",1
QC,en,bmw e46 cover,"automobiles, parts & accessories,car lights,shell",1
QC,ja,ネイル パーツ ブランド,"beauty & health,nail art & tools,nail tools,hand rests",1
QC,fr,papier organizer,"home & garden,home storage & organization,home office storage",1
QC,pl,czarny pierścionek ze złotym pęknięciem,"jewelry & accessories,fashion jewelry,rings",1
QC,ko,듀얼센스 스티커,"office & school supplies,stationery sticker",0
QC,fr,rétroviseurs scooter 50cc,"motorcycle equipments & parts,motorcycle parts,handlebars, grips & levers,side mirrors & accessories",1
QC,ar,دراغون بول,"novelty & special use,cosplay accessories,accessories,masks & eyewear",1
QC,ja,強力レーザーポインター,"sports & entertainment,hunting,hunting optics,hunting lasers",1
QC,pt,detector scanner de parede,"tools,measurement & analysis instruments,electronic measuring instruments,industrial metal detectors",1
QC,es,disfraces originales divertidos,"novelty & special use,cosplay accessories,cosplay costumes（deactivate）",1
QC,es,zapatero vertical,"furniture,home furniture,living room furniture,shoe cabinets",1
QC,ko,h7 led전조등,"automobiles, parts & accessories,car lights,car headlight bulbs(halogen)",0
QC,ar,أدوات صغيرة لطيفة,"office & school supplies,stationery sticker",1
QC,ko,오토바이 방한옷,"motorcycle equipments & parts,motorcycle equipments,motorcycle street gear,pants",1
QC,it,denim tears,"men's clothing,jeans（new）,jeans",1
QC,pl,światowe banknoty,"home & garden,home decor,decoration crafts,gold banknotes",0
QC,pl,Rush 2,"beauty & health,sex products,sex toys,masturbation cup",0
QC,de,Snoopy Kleidung,"women's clothing,tops & tees,tanks & camis",1
QC,it,braccialetto Cartier,"jewelry & accessories,fine jewelry,bracelets",1
QC,es,volante coche funda,"automobiles, parts & accessories,interior accessories,steering wheels & accessories,steering covers",1
QC,ko,카이엔 악세사리,"automobiles, parts & accessories,interior parts,cup holders",1
QC,en,deepfrier,"home appliances,kitchen appliances,electric kettles",0
QC,fr,velo électrique adulte,"sports & entertainment,cycling,electric bicycle",1
QC,it,cover Samsung A53 5G,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",1
QC,ja,フイッシング,"sports & entertainment,fishing,fishing apparel,fishing pants",1
QC,pt,organizador de glitter,"home & garden,home storage & organization,storage bottles & jars",1
QC,ko,leto 짱구 우비,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",1
QC,ja,af24 ジョルノ,"motorcycle equipments & parts,motorcycle parts,drivetrain & transmission,clutch plates",1
QC,pt,polimento carro esponja,"automobiles, parts & accessories,car wash & maintenance,sponges, cloths & brushes",1
QC,pl,składane schody ścienne do domu,"tools,construction tools,ladders",1
QC,fr,ordinateur portables,"tools,power tools,electric screwdriver",0
QC,fr,affiche vintage fruits,"beauty & health,makeup,lips,lip gloss",0
QC,en,PhotoCherry usb,"consumer electronics,camera & photo,photo studio,photographic lighting",0
